rooms_count,utm_easting,utm_northing,city_type,building_age,price_per_m2,location_latitude,location_longitude
3.0,489376.2420083941,3835557.439040835,1,34,108000000.0,34.66191101,50.88405228
2.0,736750.1518913943,4028030.133077836,1,15,214814.8148148148,36.36826706,59.63887787
2.0,537247.6377314816,3956967.5370422658,1,13,145000000.0,35.75603104,51.41201019
2.0,647676.7705055574,3277195.234354909,1,13,45000000.0,29.61588669,52.52522659
0.0,502099.1662507935,3951180.820450462,0,8,220588235.2941177,35.70455933,51.0232048
0.0,464361.114743474,3777198.714850028,0,0,575000.0,34.13505936,50.61346817
1.0,501701.3672863462,3947123.7860696674,0,10,75471698.11320755,35.66798019,51.01879883
3.0,611359.4549379547,4206897.80036551,1,5,17500000.0,38.00291824,46.26839447
1.0,240575.00472619865,3565591.803539617,0,0,150000000.0,32.19698715,48.24802399
2.0,740479.2975151113,4023798.207539912,1,0,7272727.272727272,36.32923126,59.67909622
0.0,749134.4709125289,3817476.936016166,0,17,32539682.53968254,34.46880341,47.71240997
1.0,530299.0255003374,3952763.004943886,1,0,120000000.0,35.7183609,51.33499146
0.0,264688.1428355988,4238745.323629348,0,13,105000000.0,38.26594925,48.31031799
3.0,539937.1958621808,3957377.8073737575,1,26,130434782.60869566,35.75962448,51.44178009
1.0,536471.8048964252,3952572.1340834154,1,18,119178082.19178082,35.71643066,51.40322876
0.0,601511.9560062017,4221254.073484756,1,1,5750000.0,38.13343811,46.15829086
0.0,542548.1449399209,3948955.875265087,1,16,250000000.0,35.68358231,51.47021484
0.0,259518.4231383619,3500518.9351800075,0,34,3000000.0,31.6146965,54.46493912
0.0,273298.7669847116,3849771.411704391,0,0,37500000.0,34.76493835,48.52298355
1.0,532790.514887263,3599189.622884683,0,0,25000000.0,32.52956009,51.3491745
0.0,498432.0296511142,3938063.939924801,0,34,3200000.0,35.58629227,50.98269272
2.0,554916.71330857,3926794.015126171,0,4,14000000.0,35.48315811,51.60539246
3.0,537744.0138910362,3958320.1720172665,1,18,150000000.0,35.76820755,51.41756439
0.0,243661.94221342503,3357154.319655389,0,15,74257425.74257426,30.31907654,48.33411026
0.0,539787.5348904984,3953685.586640951,1,0,348837209.3023256,35.72634125,51.43994141
0.0,647072.8296192597,3272048.74282222,1,4,135000000.0,29.56952667,52.51829529
0.0,609494.817433106,4194223.889885387,0,0,43333333.333333336,37.88894272,46.24523163
0.0,385366.0270858534,3772625.4257722152,0,0,46400000.0,34.08813858,49.7574234
1.0,532245.9335553761,3929596.985432691,0,14,30000000.0,35.50942612,51.35559082
0.0,261623.50250619097,4236133.257775258,0,11,250000000.0,38.24162674,48.27620316
0.0,377933.2264588877,4126976.050864162,0,18,66176470.5882353,37.2813797,49.62303925
3.0,379409.25550242455,3773520.5035569207,0,28,62500000.0,34.09553909,49.69274521
2.0,536455.4029893492,3951356.51309837,1,16,150000000.0,35.70547104,51.40299225
0.0,464500.8624187954,3233708.202259276,0,17,48750.0,29.23166847,56.63471603
0.0,650674.0564932616,4043055.81257867,0,22,75757575.75757575,36.52101135,52.6828537
1.0,539156.4357800343,3954487.090236222,1,10,1666666.6666666667,35.73359299,51.43300247
0.0,492986.665952332,3964535.621999596,1,4,100000000.0,35.82494736,50.92235565
2.0,539147.7094844072,3957400.940909873,1,8,130769230.76923075,35.75986481,51.43304825
0.0,488009.0684374352,3972174.0618974,1,23,4899000.0,35.89376831,50.86713409
0.0,638914.3086159771,4235025.163015514,1,34,26000.0,38.25252151,46.58762741
5.0,712617.2142234184,4040747.015894205,1,13,3529411.7647058824,36.48845291,59.37359238
0.0,356024.3619622439,3434530.484669217,0,18,30000000.0,31.03565216,61.49138641
0.0,667618.4780914215,3796975.5270023034,1,0,4800000.0,34.3004837,46.8214035
1.0,724540.0123828748,4031799.812997608,1,3,86000000.0,36.40514755,59.50399017
2.0,533503.5100390954,3611962.055626732,0,3,99700000.0,32.64475632,51.35722351
1.0,483247.64032971166,3952066.662524161,0,13,13586956.52173913,35.71240616,50.81479645
0.0,274105.8539715439,4061045.151826981,0,1,138461538.46153846,36.66822433,48.4723587
0.0,374774.035854546,4127079.369942007,0,34,16363636.363636363,37.28189087,49.58739471
3.0,519648.5093753029,3956540.427989563,1,0,130411167.51269037,35.75268936,51.21733093
0.0,662350.7723167964,4238452.391513851,0,5,400000.0,38.27946472,46.85614395
0.0,495007.3853013533,3941534.013980603,0,13,7000000.0,35.61756897,50.94487
2.0,533167.3807405152,3949598.789034096,1,13,108823529.41176473,35.68973923,51.36657333
1.0,317455.59638093284,4022117.3746474874,0,1,1600000.0,36.32681274,54.96630478
1.0,261743.98078481105,3775360.82316424,1,3,303944.95412844035,34.09193802,48.41755676
0.0,709390.6614828419,3642873.34575096,0,0,22000000.0,32.90405273,59.23883438
2.0,737117.601121928,4024001.327540506,1,2,43333333.333333336,36.33189392,59.64174271
0.0,351948.0430688078,3766885.19646108,0,3,13333.333333333334,34.03219223,49.39627457
0.0,276878.4558941085,4244687.84837645,0,13,7142857.142857143,38.32256317,48.44765091
2.0,303084.7586909466,4039112.8147248095,0,3,300000.0,36.47708893,48.80199432
1.0,482291.0742982031,3945793.731775649,0,0,7476923.076923077,35.65583038,50.80435944
0.0,497159.79049076,3970085.150521311,1,5,160000000.0,35.87500381,50.96853638
1.0,530756.5938791914,3947862.638147489,1,5,74626865.6716418,35.67416382,51.33986282
0.0,571214.1340845908,3920419.6162230656,1,34,100000.0,35.4246521,51.78448105
4.0,334088.019628205,4154284.724084789,0,14,2537313.432835821,37.52061844,55.12252808
0.0,529121.1208334551,3953276.5054169614,1,10,1222222222.2222223,35.72302628,51.32198715
0.0,650012.2616593094,4051184.420455989,0,7,117021276.59574468,36.59436417,52.67704773
0.0,598127.4227063296,4211894.470653089,1,0,4325699.745547074,38.04947281,46.11839294
1.0,561346.0017864228,3626511.040846206,1,0,40000000.0,32.77479553,51.65503311
0.0,496627.2460933698,3948797.55594834,1,13,1324075.392857143,35.68306732,50.96272659
2.0,507403.7205883011,3926366.361037133,0,28,98717948.71794872,35.480793,51.08161545
0.0,722006.1251671211,4023889.41245908,1,6,205479452.0547945,36.33448792,59.4734993
0.0,579414.5511127105,3810882.092433432,0,4,21500000.0,34.43638611,45.8643837
0.0,409777.369660343,4014404.648825661,0,0,406250000.0,36.27036667,49.99552155
1.0,270398.06908063137,4079637.08117789,0,18,35333333.333333336,36.8347702,54.42531586
1.0,707503.0213052524,3641827.892358176,0,25,4250000.0,32.89498901,59.21842957
1.0,734524.7708459074,4012721.993406833,1,8,44000000.0,36.23094559,59.60949707
3.0,691054.2248981316,3800039.403536698,1,32,62500000.0,34.32404709,47.07660675
0.0,481324.7257745389,3952268.926986249,0,3,30000000.0,35.71419525,50.79353333
2.0,539886.5409221232,3945459.7692130497,1,1,15333333.333333334,35.65217209,51.44062805
1.0,539102.4384406788,3952884.154367373,1,32,100000000.0,35.71914291,51.43232727
3.0,619718.5245100746,4213936.461158583,1,2,113043478.26086956,38.06527328,46.36475754
0.0,265360.05858499603,4238587.241409546,0,23,13333333.333333334,38.26470184,48.31804276
0.0,299116.3650089584,3797858.581878887,0,10,86666.66666666667,34.30253601,48.81713104
0.0,425202.1698216883,4115810.4860874014,0,34,255102040.81632653,37.18574524,50.15730286
4.0,457813.5692885709,3856381.37745141,1,15,4545454.545454546,34.84887695,50.53853989
0.0,630253.8398042794,4198782.294998382,1,3,80000000.0,37.92728043,46.48207092
0.0,631127.5956641338,3722735.499483567,0,34,800000.0,33.63637543,46.41387939
2.0,202948.17745087316,2939427.891665763,0,11,117950819.67213117,26.54437447,54.01872253
1.0,495381.22767804464,3965498.2771252654,1,31,1000000.0,35.83364105,50.94886017
0.0,617850.5777843044,4215988.410784132,1,1,30985915.492957745,38.08400726,46.34380722
1.0,543747.838684426,3962627.497022629,1,1,214285714.2857143,35.80679321,51.4842186
5.0,536255.3969707583,3957061.158475626,1,13,250000000.0,35.75691223,51.40103912
1.0,614466.0071265713,4214642.106669138,1,3,74561403.50877193,38.0723114,46.30500793
2.0,338532.7573129531,3538581.944407803,1,31,264462809.91735536,31.97177124,49.29117966
0.0,736816.4375189148,4028738.05732266,1,34,1500000.0,36.37462616,59.63983154
0.0,271575.4025351341,4080687.272404143,0,3,91304347.82608695,36.84451294,54.43819046
3.0,607512.5202955066,3756138.865579472,0,2,346153.8461538461,33.94023514,46.16336823
3.0,538127.626015279,3958761.4163185577,1,30,128000000.0,35.77217102,51.42182922
1.0,498963.4358509405,3966579.4068556274,1,8,85714285.71428572,35.84339905,50.98852158
4.0,717125.5390415167,3222451.05987062,0,18,70000.0,29.11199188,53.23132706
2.0,539998.1853600269,3958076.623669053,1,0,210000000.0,35.76592255,51.44248962
0.0,570640.3527352097,3917416.9698667694,0,34,3000000.0,35.39762115,51.7779007
0.0,567661.087083913,3612474.670605007,1,2,250000000.0,32.6478157,51.72143936
0.0,540217.135056428,3960662.7726616776,1,6,200000000.0,35.78923035,51.44504166
0.0,283120.05014002847,3464290.0477410955,1,3,35833333.333333336,31.2927742,48.72148514
1.0,503715.7445044266,3948254.0313912886,0,3,128205128.2051282,35.67816544,51.0410614
2.0,558380.7020562559,3930622.961002384,1,10,80972972.97297297,35.51748276,51.64385223
1.0,268247.61054628226,3854774.951701809,0,4,7500000.0,34.80887985,48.46646118
2.0,541867.0786293785,3955250.895369619,1,28,110000000.0,35.74036789,51.46301651
0.0,678067.030841988,4004417.783299148,0,6,60606.06060606061,36.16817474,58.97981262
1.0,374584.3552039268,4126406.576579816,0,23,43636363.63636363,37.27580261,49.58536911
0.0,571861.6778972812,3593735.944303008,1,15,29000000.0,32.47852325,51.76478958
0.0,386780.48482338665,3990206.431817432,0,3,350000.0,36.04983139,49.74302673
2.0,491475.1188365062,3961751.305369437,1,3,4125000.0,35.79983139,50.90565109
0.0,555559.0694980565,3635185.433616536,0,0,40178571.42857143,32.85334778,51.59376526
1.0,571127.667881636,3952935.762977323,0,1,10000000.0,35.7178154,51.7863884
0.0,535251.5900585148,3945732.132709665,1,23,142187500.0,35.65480423,51.38943863
2.0,580999.2818901981,3948331.1605144823,0,1,28000000.0,35.67554092,51.89505386
5.0,509928.2129201876,3952995.661319561,0,3,20000000.0,35.72087479,51.10977173
0.0,363101.7115845443,3268322.661294531,0,0,1280000.0,29.53706741,55.58718109
0.0,540521.9467859284,3942422.292287048,1,34,610000000.0,35.62475967,51.44749451
4.0,492585.83509947726,3926707.7867994346,0,4,79754601.22699386,35.48387146,50.9182663
1.0,379461.5047237504,3696303.2529498567,0,10,31884057.97101449,33.39928055,49.70383072
5.0,537400.5054995212,3954247.655599809,1,29,223076923.07692307,35.73150253,51.41357422
1.0,538043.6748605315,3959120.6911018617,1,17,156666666.66666666,35.77541351,51.42091751
0.0,275501.26287055446,4060869.5514459466,0,11,2073170731.707317,36.66697311,48.48801041
0.0,547908.147168998,3954608.731599597,1,14,885714285.7142857,35.73430252,51.52978516
0.0,744078.0082779644,3902850.9729427625,0,34,25000.0,35.239048,47.68227386
0.0,519649.473282112,3956572.585397809,1,0,700000000.0,35.75297928,51.21734238
0.0,693888.2708816703,3804583.246397903,1,0,146666666.66666666,34.36447144,47.10841751
2.0,530240.0975951627,3954260.131536449,1,10,92500000.0,35.73186111,51.33439636
1.0,350461.0414310312,4123645.800494172,0,7,55555555.55555555,37.24736404,49.31392288
4.0,670208.3669215882,4039617.605108844,0,23,54545454.54545455,36.48675537,52.90016937
4.0,644622.0261250993,3280696.9950379524,1,1,617283.95,29.64783859,52.49415207
5.0,522117.2094189936,3956390.54505337,1,8,190000000.0,35.75128555,51.24463272
1.0,500589.0207804367,4165074.82934592,0,13,1250000.0,37.63280106,45.00667572
3.0,270698.9855806266,4081580.893096713,0,31,2545454.5454545454,36.85234833,54.42810059
4.0,580012.7129756216,3614466.845618888,1,17,22222222.222,32.66495895,51.85329819
1.0,723789.7388309746,4030825.7206195914,1,1,65573770.49180328,36.39654922,59.49534988
5.0,287954.9125641794,3275417.021822808,0,3,2518518.5185185187,29.59054565,60.8106575
1.0,635201.8159481343,4205723.653997669,1,1,41379310.34482759,37.9890976,46.53965759
0.0,373815.0536570329,4125707.775149058,0,4,88888888.8888889,37.26940155,49.57681274
0.0,254274.6901139826,3707086.477405908,0,15,105839416.05839416,33.47509003,48.35565948
0.0,479478.3175556529,3954930.8526092,0,0,4000000.0,35.73815918,50.77305222
4.0,593520.7561579716,4230971.5629997365,1,15,12800000.0,38.22186661,46.06840134
5.0,506498.0662968688,3945419.2852971912,0,0,18867924.528301887,35.65259171,51.07178497
3.0,610799.7148107114,4006707.8919547936,0,3,74074074.07407407,36.19884872,52.23243713
0.0,541512.5024672977,3963484.517711089,1,3,260000000.0,35.81461716,51.45952225
0.0,538708.9794217807,3939421.290681919,1,0,2000000.0,35.59777451,51.42733002
3.0,402555.88746773,3483584.065753677,0,34,53333.333333333336,31.48296356,55.97409821
2.0,500220.99557307886,3945575.147006234,0,0,6818181.818181818,35.6540184,51.00244141
0.0,366437.262245838,4084570.327587798,0,8,50000000.0,36.89767456,49.50094604
0.0,530275.5531898753,3956909.6730403337,1,1,320000000.0,35.75574875,51.33488846
0.0,405936.29411324975,4004824.902822228,0,34,177215.18987341772,36.18364716,49.95391464
0.0,407807.5764401296,4119786.533096204,0,5,116666666.66666669,37.22002411,49.96086502
1.0,605579.0694571674,4223571.230218985,1,6,6956521.739130435,38.15385056,46.20503235
0.0,271784.49425315566,4051093.0172085753,0,8,270833.3333333333,36.57804108,48.44936371
0.0,364079.0395236484,3297903.633137874,0,1,200000.0,29.8040638,55.59355545
2.0,688514.9641298514,3911324.965043423,0,5,16504065.040650409,35.32740021,47.0740242
1.0,293692.5085463295,3754028.304149592,0,7,71428571.42857143,33.90647888,48.76863098
0.0,498112.48497003526,3967886.910922,1,18,375000000.0,35.85518646,50.97909546
1.0,536795.1566144855,3951978.5957083264,1,11,117307692.3076923,35.7110672,51.40677643
5.0,691177.065649346,3804535.340815129,1,17,250000000.0,34.36454391,47.07894135
